IAA_Atual,IEG_Atual,IPS_Atual,IPP_Atual,IDA_Atual,Defasagem_Atual,IAA_A-1,IEG_A-1,IPS_A-1,IPP_A-1,IDA_A-1,Defasagem_A-1
0.0,8.5,5.0,7.34375,7.0,1,7.5,6.4,7.5,7.579999999999997,4.6,-1.0
7.9,9.5,7.52,8.59375,7.1,1,8.8,7.7,7.5,8.199999999999998,7.2,-3.0
8.3,9.5,2.52,8.125,6.7,0,10.0,9.0,7.5,7.905999999999993,7.8,-1.0
0.0,7.0,5.63,6.875,4.5,0,8.3,7.7,7.5,7.510000000000003,6.1,0.0
8.3,7.8,5.0,7.65625,2.2,0,8.8,9.0,5.6,7.640000000000004,5.6,-1.0
7.1,6.3,2.52,6.40625,6.0,0,7.5,8.9,5.0,7.575999999999998,7.3,-3.0
10.0,7.9,6.26,7.34375,4.3,0,9.6,8.0,5.6,7.23,5.6,-1.0
0.0,8.8,2.52,8.125,7.3,1,7.5,9.4,6.3,8.483999999999993,7.8,0.0
7.9,7.7,0.0,4.6875,2.7,0,10.0,7.4,5.0,6.13599999999999,3.3,-2.0
7.9,7.7,2.52,7.8125,4.5,0,8.3,7.0,7.5,6.735999999999995,6.5,-2.0
7.9,8.1,6.26,7.96875,4.9,0,8.3,6.9,6.9,7.448000000000001,5.8,-1.0
7.5,9.5,5.63,7.65625,7.5,1,7.9,8.3,7.5,7.259999999999993,8.1,1.0
9.6,9.2,5.0,8.59375,7.2,1,9.2,7.7,7.5,6.980000000000004,5.2,0.0
8.8,8.3,2.52,8.125,5.0,0,7.5,7.2,5.6,7.859999999999993,5.3,-1.0
0.0,7.3,2.52,8.125,5.8,1,7.9,9.1,5.6,7.9039999999999955,6.9,2.0
0.0,8.2,2.52,6.875,5.8,0,8.3,7.3,5.6,6.843999999999997,6.5,-2.0
6.7,9.2,2.52,8.125,7.3,1,7.1,9.8,5.6,8.13000000000001,7.6,0.0
0.0,9.3,2.52,8.125,5.9,0,9.2,8.5,5.6,7.633999999999996,7.1,-2.0
10.0,9.5,7.52,8.59375,5.7,1,10.0,10.0,6.9,8.012000000000006,6.1,-1.0
0.0,7.5,5.0,8.125,4.7,0,7.1,5.8,6.3,6.989999999999998,3.0,-2.0
9.2,9.9,7.52,8.59375,5.5,1,8.8,10.0,6.9,8.136000000000001,6.4,-1.0
7.1,9.0,2.52,8.28125,6.0,1,7.9,9.8,5.6,7.969999999999993,6.6,-3.0
0.0,7.9,6.26,7.34375,4.0,0,8.3,6.8,7.5,7.553999999999991,5.2,-1.0
5.4,6.8,5.0,7.03125,4.9,1,7.9,7.4,6.9,7.3659999999999926,5.0,0.0
0.0,9.6,2.52,7.96875,6.1,1,7.1,8.2,5.0,7.263999999999995,6.8,0.0
9.6,8.0,2.52,7.34375,5.3,0,10.0,8.1,5.6,7.570000000000001,6.3,-2.0
7.1,9.9,2.52,8.59375,6.8,1,7.5,10.0,6.3,7.386000000000001,7.7,1.0
8.3,9.4,2.52,8.125,6.2,1,9.2,9.1,5.6,7.963999999999993,5.2,0.0
0.0,9.8,5.63,8.75,5.6,1,8.8,9.2,5.6,7.775999999999996,6.0,0.0
8.8,8.9,6.27,5.9375,5.7,0,6.7,7.3,5.0,5.864,4.3,0.0
8.8,10.0,6.27,8.75,8.9,1,9.2,9.9,6.3,8.233999999999988,9.1,0.0
6.7,9.5,7.52,8.28125,6.5,1,7.5,9.2,7.5,8.193999999999994,7.1,0.0
7.5,8.7,2.52,7.65625,6.5,1,10.0,8.8,5.6,8.033999999999994,7.7,0.0
8.8,8.6,5.63,6.5625,5.7,0,8.3,7.9,5.6,5.733999999999995,4.8,0.0
7.9,9.1,5.0,7.03125,7.3,1,9.2,8.0,9.4,8.57999999999999,7.4,-1.0
0.0,9.4,5.0,6.875,5.7,0,7.9,8.6,5.6,7.555999999999998,6.5,-2.0
9.2,7.7,5.0,8.125,5.8,0,8.8,8.5,7.5,8.189999999999996,7.1,-1.0
6.7,8.1,5.0,7.96875,7.4,0,7.9,7.8,6.3,8.894000000000004,8.5,-1.0
10.0,7.4,6.89,7.8125,7.4,0,9.2,5.7,5.6,7.799999999999991,6.6,-1.0
8.8,9.9,5.0,7.96875,7.9,0,9.2,9.7,5.6,7.313999999999998,7.9,-2.0
7.5,9.6,2.52,8.75,7.2,0,8.3,9.6,8.1,9.043999999999992,7.7,0.0
9.6,8.8,2.52,7.8125,6.3,1,9.2,9.2,5.0,7.233999999999998,6.0,1.0
7.5,7.2,5.0,7.1875,5.2,0,7.5,6.8,7.5,7.4599999999999955,5.5,-2.0
8.8,9.2,2.52,7.1875,4.8,0,8.3,9.2,5.6,6.734000000000002,5.9,-1.0
8.3,8.4,6.89,7.96875,6.3,0,9.2,8.3,5.0,7.649999999999999,7.1,-1.0
7.5,8.2,7.52,7.96875,5.9,0,7.9,7.8,7.5,6.929999999999998,6.8,-1.0
9.6,9.4,5.63,7.1875,6.7,0,9.2,7.1,5.0,8.035999999999994,7.4,-1.0
7.1,9.6,6.26,8.28125,7.9,1,7.9,8.9,5.6,6.175999999999995,6.8,0.0
9.6,9.5,5.0,8.125,7.8,1,10.0,10.0,7.5,6.039999999999994,7.0,0.0
0.0,8.0,5.63,7.96875,7.2,0,7.1,8.1,5.6,6.599999999999997,8.4,-1.0
0.0,9.7,6.26,8.4375,8.1,1,9.6,9.2,6.3,6.409999999999991,7.2,0.0
0.0,7.7,6.26,8.28125,6.7,0,8.3,6.6,5.6,7.8999999999999915,7.2,-2.0
7.5,10.0,5.63,8.125,9.3,1,8.3,9.6,7.5,7.519999999999998,8.8,0.0
7.5,9.2,6.89,7.34375,6.7,0,7.1,8.1,8.1,5.78,7.5,-1.0
6.7,8.4,6.26,7.65625,7.7,1,6.7,8.4,7.5,5.8599999999999985,8.1,0.0
10.0,9.6,7.52,8.59375,7.7,1,10.0,9.7,9.4,9.119999999999994,8.5,2.0
9.6,9.0,2.52,8.59375,7.4,1,9.2,8.6,6.3,7.309999999999999,8.9,0.0
9.2,9.0,2.52,8.75,6.6,1,8.3,8.4,6.9,8.210000000000006,7.9,0.0
10.0,0.0,0.0,0.0,0.0,1,10.0,9.1,8.1,8.765999999999998,8.7,0.0
9.2,7.4,2.52,8.125,6.4,1,7.9,8.2,5.0,7.434,6.6,0.0
7.9,0.0,0.0,0.0,0.0,1,8.3,9.7,8.1,8.443999999999997,8.5,0.0
6.7,0.0,0.0,0.0,0.0,1,8.3,8.2,5.6,8.160000000000002,5.4,0.0
0.0,9.9,2.52,8.75,7.5,0,10.0,10.0,7.5,8.529999999999998,7.7,-1.0
7.1,9.7,2.52,8.59375,7.9,1,9.6,9.7,5.6,8.313999999999998,8.2,0.0
10.0,9.8,2.52,8.125,6.4,1,9.6,8.9,7.5,6.309999999999993,6.2,2.0
0.0,10.0,2.52,8.75,8.1,0,10.0,9.9,7.5,8.960000000000003,8.4,-1.0
8.8,9.9,4.39,8.125,6.8,1,8.3,9.4,7.5,8.255999999999997,7.6,0.0
7.9,0.0,0.0,0.0,0.0,1,8.8,10.0,9.4,9.005999999999991,8.5,0.0
8.3,9.9,7.52,8.125,5.5,0,7.1,8.8,7.5,7.6939999999999875,7.4,-1.0
0.0,0.0,0.0,0.0,0.0,1,9.2,8.9,9.4,7.895999999999998,7.3,0.0
8.8,8.6,7.52,8.90625,7.1,1,8.3,8.2,6.9,8.036000000000005,8.0,0.0
8.3,0.0,0.0,0.0,0.0,1,7.5,9.6,5.6,8.043999999999997,6.7,-1.0
8.3,9.6,2.52,8.28125,6.5,1,8.3,9.9,5.6,7.879999999999991,7.9,1.0
7.5,8.9,6.26,8.4375,8.1,1,9.2,9.0,6.3,7.746000000000004,8.1,0.0
0.0,9.7,2.52,8.125,7.8,1,10.0,9.4,8.8,8.399999999999999,7.2,0.0
0.0,0.0,0.0,0.0,0.0,1,7.9,7.4,7.5,8.307999999999993,4.7,-1.0
0.0,0.0,0.0,0.0,0.0,1,7.9,8.3,7.5,7.430000000000001,4.0,-1.0
0.0,0.0,0.0,0.0,0.0,1,8.3,4.1,5.6,8.174000000000005,4.0,-1.0
0.0,0.0,0.0,0.0,0.0,1,8.3,8.2,8.1,8.458,6.7,-1.0
0.0,0.0,0.0,0.0,0.0,1,8.8,5.2,6.3,7.893999999999997,6.8,0.0
0.0,0.0,0.0,0.0,0.0,1,8.3,8.3,8.8,7.956,6.9,-1.0
0.0,0.0,0.0,0.0,0.0,1,7.9,4.5,7.5,8.035999999999996,3.3,-1.0
0.0,0.0,0.0,0.0,0.0,1,0.0,4.0,8.8,5.4280000000000035,3.7,-1.0
0.0,0.0,0.0,0.0,0.0,1,8.8,10.0,7.5,7.195999999999991,7.8,-1.0
0.0,0.0,0.0,0.0,0.0,1,0.0,8.4,7.5,8.345999999999997,7.6,-1.0
0.0,0.0,0.0,0.0,0.0,1,10.0,9.5,9.4,9.03,8.0,-1.0
0.0,0.0,0.0,0.0,0.0,1,0.0,4.0,6.9,7.642000000000002,1.5,0.0
0.0,0.0,0.0,0.0,0.0,1,10.0,9.6,9.4,9.049999999999997,8.5,-1.0
0.0,0.0,0.0,0.0,0.0,1,7.1,9.2,5.6,7.464000000000004,6.5,-2.0
0.0,0.0,0.0,0.0,0.0,1,9.2,9.0,6.9,8.172,6.8,-1.0
0.0,0.0,0.0,0.0,0.0,1,9.6,9.2,7.5,6.850000000000005,3.8,-1.0
0.0,0.0,0.0,0.0,0.0,1,7.5,7.4,7.5,6.3559999999999945,3.9,-2.0
0.0,0.0,0.0,0.0,0.0,0,9.6,8.8,10.0,8.570000000000002,8.0,-1.0
6.7,7.7,6.89,8.625,6.9,1,0.0,7.6,8.1,8.717999999999988,8.0,-1.0
7.9,8.1,5.0,7.03125,4.4,0,10.0,8.3,7.5,7.343999999999999,5.2,-2.0
9.6,8.9,7.52,7.65625,6.4,0,9.2,7.8,6.9,8.300000000000004,6.7,-1.0
7.5,9.6,5.63,8.28125,7.2,0,9.2,9.3,7.5,5.885999999999996,7.2,-2.0
7.9,9.4,5.63,7.75,7.8,0,7.9,9.5,7.5,7.249999999999989,8.0,-1.0
0.0,9.8,6.89,8.25,7.5,1,8.8,9.4,7.5,5.709999999999997,9.3,-2.0
9.2,8.5,6.26,8.125,8.1,0,8.3,9.2,6.9,7.759999999999998,7.9,-3.0
9.6,9.7,7.52,8.75,7.7,1,9.2,8.9,7.5,8.863999999999995,8.6,-1.0
9.6,9.1,7.52,8.75,7.8,1,0.0,4.8,6.9,7.808000000000006,6.9,0.0
